ticker,name,listed_date,sic_code,market_cap,weighted_shares
SPSC,"SPS Commerce, Inc.",2010-04-22,7372,3672679375.75,36095129.0
SPT,"Sprout Social, Inc Class A Common Stock",2019-12-13,7372,2556496811.76,54439881.0
SPTK,SportsTek Acquisition Corp. Class A Common Stock,2021-04-09,6770,211096874.99999997,21562500.0
SPTN,SpartanNash Company,2000-08-02,5141,1119375078.69,36126354.0
SPWH,"Sportsman's Warehouse Holdings, Inc.",2014-04-17,5940,416941966.34999996,44120843.0
SPWR,SunPower Corporation Common Stock,2005-11-17,3674,2839174200.4199996,173862474.0
SPXC,SPX Corporation,1972-08-02,3540,2303276013.94,45718063.0
SQ,"Block, Inc.",2015-11-19,7372,34824432440.42,580503958.0
SQFT,"Presidio Property Trust, Inc. Class A Common Stock",2020-10-07,6798,35609152.32,12364289.0
SQL,SeqLL Inc. Common stock,2021-08-27,3826,8145735.528700001,11886379.0
SQSP,"Squarespace, Inc.",2021-05-19,7372,2712811194.94,139907746.0
SQZ,SQZ Biotechnologies Company,2020-10-30,2836,89933259.375,28148125.0
SR,Spire Inc.,1950-04-03,4924,3750176245.15,52121977.0
SRAD,Sportradar Group AG Class A Ordinary Shares,2021-09-14,,2535855532.9799995,296938587.0
SRAX,"SRAX, Inc. Class A Common Stock",2012-10-12,7311,85262524.16,25994672.0
SRC,"SPIRIT REALTY CAPITAL, INC.",2012-09-20,6512,4843159677.96,134308366.0
SRCE,1st Source Corp,1983-08-12,6022,1108512666.9,24732545.0
SRCL,Stericycle Inc,1996-08-23,4955,3955183637.3,92088094.0
SRDX,"Surmodics, Inc. Common Stock",1998-03-04,3841,496784900.0,13990000.0
SRE,Sempra,1998-06-29,4932,44923575058.9,314304730.0
SREV,"ServiceSource International, Inc.",2011-03-25,7389,143911307.51999998,99938408.0
SRG,"Seritage Growth Properties Class A common shares of beneficial interest, par value $0.01",2015-07-06,6500,264029991.81,43677418.0
SRGA,"Surgalign Holdings, Inc. Common Stock",2000-08-10,3842,24178287.9507,6624007.0
SRI,"Stoneridge, Inc",1997-10-10,3714,497955312.11,27315157.0
SRL,Scully Royalty Ltd. Common Shares,1992-07-21,,128357565.891,14816757.0
SRLP,SPRAGUE RESOURCES LP,2013-10-25,5171,497739261.03999996,26238232.0
SRNE,"Sorrento Therapeutics, Inc.",2007-03-19,2836,538690837.405,388946453.0
SRPT,"Sarepta Therapeutics,, Inc. Common Stock",1997-06-04,2834,5582123806.995,87500961.0
SRRA,"Sierra Oncology, Inc. Common Stock",2015-07-16,2834,1340866453.59,24419349.0
SRRK,Scholar Rock Holding Corporation Common Stock,2018-05-24,2836,174390170.76000002,35301654.0
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,2020-12-11,6770,247500000.0,25000000.0
SRT,Startek Inc.,1997-06-19,7363,159975203.37,40296021.0
SRTS,"Sensus Healthcare, Inc",2016-07-25,3841,130086542.1548,16677548.0
SRZN,"Surrozen, Inc. Common",2021-08-12,2836,82932216.846,35125886.0
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,2021-03-18,6770,380362500.0,38812500.0
SSB,SouthState Corporation Common Stock,1996-04-01,6022,5677270946.22,75475551.0
SSBI,Summit State Bank,2006-07-14,,103663364.5,6687959.0
SSBK,"Southern States Bancshares, Inc. Common",2021-08-12,6022,188953615.41,8749878.0
SSD,"Simpson Manufacturing Co., Inc.",1994-06-02,3420,4298945226.070001,43159934.0
SSIC,Silver Spike Investment Corp. Common Stock,2022-02-04,,64007145.800000004,6214286.0
SSKN,"Strata Skin Sciences, Inc. Common Stock",2005-10-28,3841,35070276.46,34723046.0
SSNC,SS&C Technologies Inc,2010-03-31,7372,14498307342.12,254780904.0
SSNT,"SilverSun Technologies, Inc. Common Stock",2017-04-19,7389,12583633.65,5136177.0
SSP,The E.W. Scripps Company,1988-06-29,4833,1103599549.0,83290532.0
SSRM,SSR Mining Inc.,1996-08-01,6795,3886881171.0800004,212630261.0
SSSS,SuRo Capital Corp. Common Stock,2011-04-28,,209237086.56,30724976.0
SST,"System1, Inc.",2022-01-28,7370,740016191.412,90566172.0
SSTI,"ShotSpotter, Inc. Common Stock",2017-06-07,7372,324545769.9,12141630.0
SSTK,"SHUTTERSTOCK, INC.",2012-10-11,7374,1944369909.22,36589573.0
SSU,SIGNA Sports United N.V.,2021-12-14,,2257673566.8,336966204.0
SSY,"SunLink Health Systems, Inc",1972-06-01,8062,7371400.0600000005,6954151.0
SSYS,Stratasys Inc (ISRAEL),1994-10-28,,1135576800.0,66408000.0
ST,Sensata Technologies Holding plc,2010-03-11,3823,6789831215.580001,156917754.0
STAA,Staar Surgical Co,1983-07-07,3851,2999200590.72,47811264.0
STAB,"Statera Biopharma, Inc. Common Stock",2021-07-28,2834,11044556.6496,50020637.0
STAF,"Staffing 360 Solutions, Inc. Common Stock (DE)",2011-10-12,7363,14181850.585,17618300.0
STAG,"STAG INDUSTRIAL, INC.",2011-04-15,6798,5403281296.5,179213310.0
STAR,ISTAR INC,1989-11-15,6798,1157797376.125,82847755.0
STBA,S&T Bancorp Inc,1992-04-21,6022,1081847443.84,39311317.0
STC,Stewart Information Services Corporation,1994-01-05,6361,1327617591.3,27017045.0
STCN,"Steel Connect, Inc. Common Stock",1994-01-25,7389,80408767.60000001,60457720.0
STE,STERIS plc,1992-06-02,3842,20208159859.52,100080031.0
STEM,"Stem, Inc.",2021-04-29,3690,1005223608.45,154057258.0
STEP,StepStone Group Inc. Class A Common Stock,2020-09-16,6282,1563994607.4799998,61141306.0
STER,Sterling Check Corp. Common Stock,2021-09-23,7374,1456906905.3,96260780.0
STET,ST Energy Transition I Ltd.,2022-01-24,6770,298252500.0,30187500.0
STGW,Stagwell Inc. Class A Common Stock,2021-08-03,7311,960053253.11,133155791.0
STIM,"Neuronetics, Inc. Common Stock",2018-06-28,3841,93702871.5,26772249.0
STKL,"SunOpta, Inc.",1990-03-26,5150,752612510.375,107592925.0
STKS,"The ONE Group Hospitality, Inc. Common Stock",2011-11-09,5812,277762344.32,32448872.0
STLA,Stellantis N.V.,2010-06-09,,40366228296.84,3132807784.0
STLD,Steel Dynamics Inc,1996-11-22,3312,13345100815.8,188690008.0
STN,"Stantec, Inc.",1996-09-06,,4771754243.84,110867896.0
STNE,StoneCo Ltd. Class A Common Shares,2018-10-25,,2552759776.7250004,311882685.0
STNG,Scorpio Tankers Inc.,2010-03-31,,2104874895.6550002,59401013.0
STOK,"Stoke Therapeutics, Inc. Common Stock",2019-06-19,2834,411883957.2,39189720.0
STON,StoneMor Inc.,2004-09-15,7200,407040190.32,118497872.0
STOR,STORE Capital Corporation,2014-11-18,6798,6882322492.1,280567570.0
STR,Sitio Royalties Corp. Class A Common Stock,1972-01-03,,289537062.08,11779376.0
STRA,"Strategic Education, Inc. Common Stock",1996-07-25,8200,1537073052.24,24956536.0
STRC,Sarcos Technology and Robotics Corp. Common Stock,2021-03-08,3569,443068686.71999997,153843294.0
STRE,"Supernova Partners Acquisition Company III, Ltd.",2021-05-13,6770,344267247.8,35129311.0
STRL,"Sterling Infrastructure, Inc. Common Stock",1992-10-01,1600,695907641.835,30263433.0
STRM,"Streamline Health Solutions, Inc.",1996-04-18,7373,57730666.488,48104880.0
STRN,"86260J102 NASDAQ PILLAR Stran & Company, Inc. Common Stock",2021-11-09,7311,36034799.4,20019333.0
STRNW,"Stran & Company, Inc. Warrant",2021-11-09,7311,,
STRO,"Sutro Biopharma, Inc.",2018-09-27,2836,170605493.48499998,46934111.0
STRR,"Star Equity Holdings, Inc. Common Stock",2004-06-10,3845,12593599.424999999,15082155.0
STRS,Stratus Properties Inc,1993-03-04,6552,274672497.6,8273268.0
STRT,Strattec Security Corp,1995-02-23,3714,133291149.6,3961104.0
STRY,"Starry Group Holdings, Inc.",2022-03-29,4813,743850148.77,166595778.0
STSA,"Satsuma Pharmaceuticals, Inc. Common Stock",2019-09-13,2834,100952113.9128,31545564.0
STSS,Sharps Technology Inc. Common Stock,2022-04-14,3841,7727709.930000001,9172356.0
STT,State Street Corporation,1995-02-14,6022,22757471867.9,367115210.0
STTK,"Shattuck Labs, Inc. Common Stock",2020-10-09,2834,161253164.205,42379281.0
STVN,Stevanato Group S.p.A.,2021-07-16,,4007550142.34,264699481.0
STWD,"STARWOOD PROPERTY TRUST, INC.",2009-08-12,6798,6247269867.345,306915739.0
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),2002-12-11,3572,16242204056.4,214843969.0
STXS,"Stereotaxis, Inc. Common Stock",2004-08-12,3845,144096816.59,74661563.0
STZ,"Constellation Brands, Inc.",1986-07-31,2080,42509442319.92,184238904.0
STZ.B,"CONSTELLATION BRANDS, INC. CLASS B",2002-07-17,2080,52508087640.0,184238904.0
SU,"Suncor Energy, Inc.",1997-04-18,,55475960401.25,1413400265.0
SUAC,ShoulderUp Technology Acquisition Corp.,2022-01-10,6770,414656000.0,41800000.0
SUI,"Sun Communities, Inc",1993-12-08,6798,18317289360.14,121612597.0
SUM,"Summit Materials, Inc. Class A Common Stock",2015-03-12,1400,2940683102.7,118099723.0
SUMO,"Sumo Logic, Inc. Common Stock",2020-09-17,7372,825172304.33,115732441.0
SUMR,"Summer Infant, Inc.",2007-03-07,3990,24532341.76,2167168.0
SUN,SUNOCO L.P.,2012-09-20,2911,3233033053.8,83757333.0
SUNL,"Sunlight Financial Holdings, Inc.",2021-01-15,6199,318371598.97499996,84786045.0
SUNW,"Sunworks, Inc.",2006-02-03,3690,60424694.815,32928989.0
SUP,"Superior Industries International, Inc.",1989-12-06,3714,108755832.6,26853292.0
SUPN,"Supernus Pharmaceuticals, Inc.",2012-05-01,2834,1407438109.8500001,53413211.0
SUPV,Grupo Supervielle S.A.,2016-05-19,,133362917.44,91344464.0
SURF,"Surface Oncology, Inc. Common Stock",2018-04-19,2836,83825848.05499999,54609673.0
SURG,"SurgePays, Inc. Common Stock",2007-05-08,7310,60130452.480000004,12246528.0
SVA,"Sinovac Biotech, Ltd",2003-09-26,,,99502243.0
SVC,Service Properties Trust Common Stock,1995-08-17,6798,922858997.4499999,165091055.0
SVFA,SVF Investment Corp. Class A Ordinary Shares,2021-01-27,6770,636012746.85,64701195.0
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,2021-03-09,6770,289198000.0,29510000.0
SVFD,"Save Foods, Inc. Common Stock",2009-12-15,2870,8668209.799999999,2842036.0
SVM,Silvercorp Metals Inc. Common Shares,2009-02-17,,453743808.0,177243675.0
SVNA,7 Acquisition Corporation Class A Ordinary Shares,2021-12-23,6770,286062500.0,28750000.0
SVRA,Savara Inc.,1996-11-18,2834,157947160.335,114041271.0
SVT,"Servotronics, Inc.",1978-03-01,3420,28309987.140300002,2498697.0
SVVC,"Firsthand Technology Value Fund, Inc. Common Stock",2011-04-18,,14362371.481600001,6893056.0
SWAG,Software Acquisition Group Inc. III Class A Common Stock,2021-09-20,7389,284813251.65000004,28509835.0
SWAV,"ShockWave Medical, Inc. Common Stock",2019-03-07,3841,5815291714.575,35791917.0
SWBI,"Smith & Wesson Brands, Inc. Common Stock",1998-11-09,3480,656716731.4499999,45510515.0
SWCH,"Switch, Inc. Class A Common Stock",2017-10-06,7370,4967579681.099999,150418764.0
SWET,Athlon Acquisition Corp. Class A Common stock,2021-03-05,6770,338445000.0,34500000.0
SWI,SolarWinds Corporation Common Stock,2018-10-19,7372,1697426233.425,160513119.0
SWIM,"Latham Group, Inc. Common Stock",2021-04-23,3089,998441138.15,119573789.0
SWIR,Sierra Wireless,2000-05-05,,828378882.795,38332950.0
SWK,"Stanley Black & Decker, Inc.",1966-06-15,3420,16016592525.945,150964631.0
SWKH,SWK Holdings Corporation,1999-09-22,6159,237699755.2,12834760.0
SWKS,Skyworks Solutions Inc,1984-09-07,3674,14888081287.01,160926134.0
SWM,"Schweitzer-Mauduit International, Inc.",1995-11-09,2621,847113615.5,31258805.0
SWN,Southwestern Energy Company,1981-12-10,1311,8505377865.9272995,1116176673.0
SWSS,Springwater Special Situations Corp. Common stock,2021-09-23,6770,222008160.125,22481839.0
SWTX,"SpringWorks Therapeutics, Inc. Common Stock",2019-09-13,2836,983333823.9999999,49413760.0
SWVL,Swvl Holdings Corp Class A Common Shares,2022-04-01,,546862135.8,118883073.0
SWX,"Southwest Gas Holdings, Inc.",1972-06-01,4923,5760641148.5,66852050.0
SXC,SUNCOKE ENERGY INC,2011-07-21,3312,598257397.85,83380822.0
SXI,Standex International Corporation,1969-11-06,3580,1072751203.04,12069658.0
SXT,Sensient Technology Corporation,1988-01-05,2860,3229587191.435,42032761.0
SXTC,"China SXT Pharmaceuticals, Inc. Ordinary Shares",2019-01-04,,3544793.0,2031400.0
SYBT,"Stock Yards Bancorp, Inc.",1988-01-01,6022,1647674603.76,29224452.0
SYBX,"Synlogic, Inc. Common Stock",2015-10-01,2834,69541149.1219,70250681.0
SYF,SYNCHRONY FINANCIAL,2014-07-31,6199,14734543561.1328,501488808.0
SYK,Stryker Corporation,1988-02-01,3841,75020097160.8,378154080.0
SYM,Symbotic Inc. Class A Common Stock,2022-06-08,,644536810.0,46236500.0
SYN,"Synthetic Biologics, Inc.",1993-04-05,2834,31180566.912,158437840.0
SYNA,Synaptics Inc,2002-01-28,3674,4995653739.53,39607181.0
SYNH,"Syneos Health, Inc. Class A Common Stock",2014-11-07,8731,6495050709.64,102575027.0
SYNL,Synalloy Corp,1990-03-29,3317,158207969.1,10239998.0
SYPR,Sypris Solutions Inc,1994-05-25,3823,48972866.572799996,22115637.0
SYRS,"Syros Pharmaceuticals, Inc. Common Stock",2016-06-30,2834,60372244.1583,62819046.0
SYTA,"Siyata Mobile, Inc.",2014-09-09,,17048234.475,14266305.0
SYY,Sysco Corporation,1981-01-20,5140,40737686247.36,509475816.0
SZZL,Sizzle Acquisition Corp. Common stock,2022-02-01,6770,217706000.0,21770600.0
T,AT&T Inc.,1946-11-01,4813,138519491000.0,7159000000.0
TA,TravelCenters of America LLC,2007-01-29,5500,492726009.96000004,14836676.0
TAC,TransAlta Corporation,1975-10-17,,3066889476.97,270687509.0
TACT,Transact Technologies Inc,1996-08-22,3577,38649031.199999996,9910008.0
TAIT,Taitron Components Inc,1995-04-19,5065,21506818.8,5876180.0
TALK,"Talkspace, Inc. Common Stock",2021-06-23,8000,255942835.5,155116870.0
TALO,"Talos Energy, Inc. Common Stock",2018-05-10,1311,1777807906.4399998,82535186.0
TALS,"Talaris Therapeutics, Inc. Common Stock",2021-05-07,2836,320307715.95,41463782.0
TANH,Tantech Holdings Ltd. Common Stock,2015-03-24,,4708466.31,15188601.0
TAOP,Taoping Inc. BVI Ordinary Shares (0 par),2008-04-29,,16526236.340000002,15590789.0
TAP,Molson Coors Beverage Company Class B,1975-06-10,2082,11124595942.58,216896002.0
TAP.A,Molson Coors Beverage Company Class A,2006-02-27,2082,11877225069.52,216896002.0
TARA,"Protara Therapeutics, Inc. Common Stock",2020-01-10,2836,35331050.78,11251927.0
TARO,Taro Pharmaceutical Industries Ltd.,1987-01-23,,1345914946.71,37584891.0
TARS,"Tarsus Pharmaceuticals, Inc. Common Stock",2020-10-16,2836,330079100.47499996,26327346.0
TASK,"TaskUs, Inc. Class A Common Stock",2021-06-11,7374,1626667594.24,97756466.0
TAST,"Carrols Restaurant Group, Inc.",2006-12-15,5812,112902077.64,53255697.0
TATT,TAT Technologies Ltd,1991-09-30,,51897428.64,8886546.0
TAYD,Taylor Devices Inc,1980-10-31,3569,31477878.0,3497542.0
TBBK,The Bancorp Inc.,2004-02-03,6021,1003592921.3199999,56572318.0
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,2021-03-29,6770,516451869.99999994,52753000.0
TBI,"Trueblue, Inc.",1990-03-26,7363,652789419.84,33271632.0
TBK,"Triumph Bancorp, Inc.",2014-11-07,6022,1553635767.5,24466705.0
TBLA,Taboola.com Ltd. Ordinary Shares,2021-06-30,,628947525.98,239143546.0
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,,,467144298.363,32081883.0
TBLT,"ToughBuilt Industries, Inc. Common Stock",2018-12-03,3420,3422696.69,1015637.0
TBNK,Territorial Bancorp Inc.,2009-07-13,6035,199565618.4,9239149.0
TBPH,"Theravance Biopharma, Inc.",2014-05-16,2834,642413916.92,76115393.0
TBSA,TB SA Acquisition Corp Class A Ordinary Share,2021-05-13,6770,245000000.00000003,25000000.0
TCAC,Tuatara Capital Acquisition Corporation Class A Ordinary Shares,2021-04-05,7371,221625000.0,25000000.0
TCBC,"TC Bancshares, Inc. Common Stock",2021-07-21,6035,60423101.25,4526075.0
TCBI,"Texas Capital Bancshares, Inc.",2003-08-13,6022,2498119176.0,50723232.0
TCBK,Trico Bancshares,1993-04-20,6022,1487827919.2,33630830.0
TCBS,"Texas Community Bancshares, Inc. Common Stock",2021-07-15,6036,47384751.78,2997138.0
TCBX,"Third Coast Bancshares, Inc. Common Stock",2021-11-09,6036,307092003.26,13457143.0
TCDA,"Tricida, Inc. Common Stock",2018-06-28,2834,481087915.0,55424875.0
TCFC,The Community Financial Corporation Common Stock,1986-06-17,6022,204809477.6896,5654971.0
TCI,"Transcontinental Realty Investors, Inc.",1986-09-10,6798,323283204.72,8639316.0
TCMD,"Tactile Systems Technology, Inc.",2016-07-28,3841,136187385.6096,19939296.0
TCN,Tricon Residential Inc.,2013-09-13,,2679066639.1499996,273653385.0
TCOA,Trajectory Alpha Acquisition Corp.,2022-01-31,6770,211096874.99999997,21562500.0
TCON,"TRACON Pharmaceuticals, Inc. Common Stock",2015-01-30,2836,26002987.465,20079527.0
TCPC,BlackRock TCP Capital Corp. Common Stock,2012-04-04,,730467053.28,57767264.0
TCRR,TCR2 Therapeutics Inc. Common Stock,2019-02-14,2836,96558594.225,38546345.0
TCRT,"Alaunos Therapeutics, Inc. Common Stock",2005-08-24,2834,178331973.2738,215950561.0
TCRX,"TScan Therapeutics, Inc. Common Stock",2021-07-16,2836,71613032.62,24031219.0
TCS,"THE CONTAINER STORE GROUP, INC.",2013-11-01,5700,362230618.41,50626222.0
TCVA,TCV Acquisition Corp. Class A Ordinary Shares,2021-04-14,6770,503590500.0,51100000.0
TCX,"Tucows, Inc",1996-04-30,7374,500339351.67999995,10764616.0
TD,Toronto Dominion Bank,1996-08-30,,123873813000.0,1803900000.0
TDC,TERADATA CORPORATION,2007-09-12,7372,3743025000.0,104700000.0
TDG,TransDigm Group Incorporated,2006-03-15,3728,28617699703.52,54605594.0
TDOC,"Teladoc Health, Inc.",2015-07-01,8011,4645283483.06,161182633.0
TDS,Telephone and Data Systems Inc.,1991-09-18,4813,1734322677.0,114590200.0
TDUP,ThredUp Inc. Class A Common Stock,2021-03-26,5961,336273948.78000003,99049764.0
TDW,"Tidewater, Inc.",2017-08-01,4400,1004384338.04,41814502.0
TDY,Teledyne Technologies Incorporated,1999-11-23,3812,16986155717.48,46842854.0
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,2015-12-10,,42200474972.399994,253486755.0
TECH,Bio-Techne Corp.,1992-12-09,2836,12643391254.859999,39233511.0
TECK,Teck Resources Limited,1991-05-17,,21155413500.0,539500000.0
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,2020-12-14,6770,309065625.0,31250000.0
TEL,TE CONNECTIVITY LTD,2007-06-14,5065,38019732380.19,322173819.0
TELA,"TELA Bio, Inc. Common Stock",2019-11-08,3841,85744028.39999999,14557560.0
TELL,Tellurian Inc.,1995-08-18,1311,2031395648.4250002,568222559.0
TEN,Tenneco Inc. Class A Voting Common Stock,1987-12-08,3714,1269045122.0,83380100.0
TENB,"Tenable Holdings, Inc.",2018-07-26,7372,4747293244.98,110582186.0
TENX,"Tenax Therapeutics, Inc.",1997-01-02,2834,15121627.7086,25206914.0
TER,"Teradyne, Inc. Common Stock",1979-05-15,3825,14480750706.63,160203017.0
TERN,"Terns Pharmaceuticals, Inc. Common Stock",2021-02-05,2834,49547371.16,25279271.0
TESS,Tessco Technologies Inc,1994-09-28,5065,52800818.24,9041236.0
TETC,Tech and Energy Transition Corporation Class A Common Stock,2021-05-07,6770,470662499.99999994,48125000.0
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,2022-03-09,6770,148627775.0,14907500.0
TEX,Terex Corporation,1985-04-25,3537,2163546000.0,69300000.0
TFC,Truist Financial Corporation,1991-04-24,6021,61131869034.84,1331413896.0
TFFP,"TFF Pharmaceuticals, Inc. Common Stock",2019-10-24,2834,141839642.62,25373818.0
TFII,TFI International Inc.,2012-05-24,,6890103407.88,91599354.0
TFSL,TFS Financial Corporation,2007-04-23,6035,3801992950.64,280797116.0
TFX,Teleflex Incorporated,1994-04-28,3841,11787860577.72,46900058.0
TG,Tredegar Corporation,1989-07-05,3350,378477456.76,33853082.0
TGA,Transglobe Energy Corp,1994-05-10,,313673453.805,73202673.0
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,2022-01-31,6770,266471764.16,26862073.0
TGAN,"Transphorm, Inc. Common Stock",2020-07-27,3674,287184313.15000004,56588042.0
TGB,Taseko Mines Limited,2004-10-04,,392214560.00000006,286288000.0
TGH,Textainer Group Holdings limited,2007-10-10,,1417015340.91,48018141.0
TGI,"Triumph Group, Inc.",1996-10-25,3720,823922146.32,64672068.0
TGLS,Tecnoglass Inc.,2012-05-10,3211,852663315.105,47674773.0
TGNA,TEGNA Inc.,1972-06-30,4833,4454806102.69,222851731.0
TGR,Kimbell Tiger Acquisition Corporation,2022-03-28,6770,288651004.0,28750100.0
TGT,Target Corporation,1983-04-06,5331,66060509478.045,463696413.0
TGTX,"TG Therapeutics, Inc.",1995-12-14,2834,539466103.215,144435369.0
TGVC,TG Venture Acquisition Corp. Class A Common Stock,2021-11-22,6770,143166291.59,14446649.0
TH,Target Hospitality Corp. Common Stock,2018-03-05,7000,624272895.4000001,96936785.0
THAC,Thrive Acquisition Corporation Class A ordinary shares,2021-12-08,6770,216056250.0,21562500.0
THC,Tenet Healthcare Corporation New,1972-06-01,8062,5860104108.8,107722502.0
THCA,Tuscan Holdings Corp. II Common Stock,2019-07-30,6770,76538260.35,7395001.0
THCP,"Thunder Bridge Capital Partners IV, Inc. Class A Common Stock",2021-08-20,6770,295191131.71999997,30214036.0
THFF,First Financial Corp/Indiana,1992-03-03,6022,543704330.73,12421849.0
THG,"The Hanover Insurance Group, Inc.",1995-10-11,6331,5062001257.5,35590250.0
THM,"International Tower Hill Mines, Ltd.",2007-05-01,1000,122988711.9648,195313184.0
THMO,"ThermoGenesis Holdings, Inc. Common Stock",1987-06-04,3821,4272349.041,12829877.0
THO,"Thor Industries, Inc.",1986-08-29,3716,3871710798.0,54531138.0
THR,"THERMON GROUP HOLDINGS, INC.",2011-05-05,3620,504614124.0,33373950.0
THRM,Gentherm Inc,1993-06-10,3714,2266205544.0,33131660.0
THRN,"Thorne Healthtech, Inc. Common Stock",2021-09-23,2834,265775675.76,52733269.0
THRX,"Theseus Pharmaceuticals, Inc. Common Stock",2021-10-07,2834,195835408.99999997,38702650.0
THRY,"Thryv Holdings, Inc. Common Stock",2017-01-26,7310,778929037.25,34238639.0
THS,"Treehouse Foods, Inc.",2005-06-15,2030,2166803122.6,56018695.0
THTX,Theratechnologies Inc. Common,2011-03-11,,215926120.53,95121639.0
TIG,"Trean Insurance Group, Inc. Common Stock",2020-07-16,6331,331725430.08000004,51192196.0
TIGO,Millicom International Cellular S.A. Common Stock,2003-04-08,,1530142870.0,100469000.0
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,2019-03-20,,607798996.38,152139924.0
TIL,"Instil Bio, Inc. Common Stock",2021-03-19,2836,639356377.2800001,129293504.0
TILE,Interface Inc,1978-09-20,2273,781104640.51,59467426.0
TINV,Tiga Acquisition Corp.,2021-01-14,7370,353625000.0,34500000.0
TIOA,Tio Tech A Class A Ordinary Share,2021-06-01,6770,420900000.0,43125000.0
TIPT,Tiptree Inc. Common Stock,2007-06-22,6331,364172139.805,34899103.0
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,2021-01-27,,10319509.9,12901000.0
TISI,"Team, Inc.",1992-03-17,7600,45277657.95,43121579.0
TITN,Titan Machinery Inc.,2007-12-06,5990,570065962.32,22567932.0
TIVC,"Tivic Health Systems, Inc. Common Stock",2021-11-11,3845,16645167.32,9621484.0
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,2021-02-03,,6141940000.0,266000000.0
TJX,"TJX Companies, Inc. (The)",1965-11-17,5651,67263618913.53,1171635933.0
TK,Teekay Corporation,1995-07-19,,318808348.155,101693253.0
TKAT,"Takung Art Co., Ltd.",2013-10-08,5990,43069710.25,24611263.0
TKNO,"Alpha Teknova, Inc. Common Stock",2021-06-25,2835,221816008.89000002,28042479.0
TKR,The Timken Company,1957-06-05,3562,4196530378.89,74130549.0
TLGA,TLG Acquisition One Corp.,2021-03-22,6770,490000000.00000006,50000000.0
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,2022-01-21,6770,286925000.0,28750000.0
TLIS,Talis Biomedical Corporation Common Stock,2021-02-12,3826,25838985.644,26618920.0
TLRY,"Tilray Brands, Inc. Class 2 Common Stock",2015-01-23,2833,1552850407.68,497708464.0
TLS,Telos Corporation Common Stock,2020-11-19,7373,540355477.84,67883854.0
TLSA,Tiziana Life Sciences Ltd. Common Shares,2018-11-20,,84886269.61999999,102272614.0
TLYS,Tilly's Inc.,2012-05-04,5600,228885289.01999998,30477402.0
TMAC,The Music Acquisition Corporation,2021-03-26,6770,281750000.0,28750000.0
TMBR,"Timber Pharmaceuticals, Inc.",2020-05-19,2834,18358608.4188,63678836.0
TMC,TMC the metals company Inc. Common Stock,2021-09-10,1000,255474663.75,227088590.0
TMCI,"Treace Medical Concepts, Inc. Common Stock",2021-04-23,3841,758427084.24,55278942.0
TMDI,Titan Medical Inc. Ordinary Shares,2018-06-27,,52420948.066,111202690.0
TMDX,"TransMedics Group, Inc. Common Stock",2019-05-02,3845,749047060.03,27980839.0
TMHC,Taylor Morrison Home Corporation Common Stock,2013-04-10,1531,2958072568.9750004,119638931.0
TMKR,Tastemaker Acquisition Corp. Class A Common Stock,2021-03-01,6770,341895000.0,34500000.0
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,2021-03-01,6770,,
TMO,"Thermo Fisher Scientific, Inc.",1980-08-27,3829,197359481920.0,391462000.0
TMP,Tompkins Financial Corporation,1990-03-28,6022,1012455561.91,14523821.0
TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,2020-12-07,6770,124952732.5,12634250.0
TMQ,Trilogy Metals Inc,2012-04-25,1040,128706800.2528,145464286.0
TMST,TIMKENSTEEL CORPORATION,2014-06-19,3312,962827416.2499999,46626025.0
TMUS,"T-Mobile US, Inc.",2007-04-19,4812,154905477813.81,1253584833.0
TMX,"Terminix Global Holdings, Inc.",2014-06-26,8741,4716760124.64,121503352.0
TNC,TENNANT COMPANY,1972-06-01,3580,1059978502.8,18579816.0
TNDM,"Tandem Diabetes Care, Inc.",2013-11-14,3841,3467099888.06,63962732.0
TNET,"TRINET GROUP, INC.",2014-03-27,7389,4640125557.82,62258494.0
TNGX,"Tango Therapeutics, Inc.",2021-08-11,2834,336647329.25,87897475.0
TNK,Teekay Tankers Ltd.,2007-12-13,,667813033.8,33804760.0
TNL,Travel + Leisure Co.,2006-07-19,7011,3654522661.515,85415979.0
TNON,"Tenon Medical, Inc. Common Stock",2022-04-27,3841,22585970.009999998,11236801.0
TNP,Tsakos Energy Navigation Ltd.,2002-03-05,,277470924.45,28169637.0
TNXP,Tonix Pharmaceuticals Holding Corp.,2009-02-13,2834,33825676.535,18739987.0
TNYA,"Tenaya Therapeutics, Inc. Common Stock",2021-07-30,2836,228242440.72500002,41310849.0
